District,Code,Party,Incumbent Name,,Pronunciation Guide,,First Elected,Birth Year,Gender,Race/ Ethnicity,Religion,LGBTQ,Pre-2018 Incumbent,2016 President,,2012 President,,2008 President,,2018 US House,,2016 US House,,2014 US House,,2012 Two-Party,,2014-2018 ACS Citizen Adult Population,,,,,,2010 Census Adult Population by Race,,,,,,2014-2018 ACS Educational Attainment Among Adults 25+ and Median Household Income,,,,,,,,,,Non-College White Share,2013-2022 House Specials,,,,2016 President,,,2012 President,,,2008 President,,,2018 House,,,,2016 House,,,,2014 House,,,,2012 House 2-Party,,Special Elections,,,,ACS Citizen Population (Includes Latinos of Any Race),,,,,,,ACS Citizen Voting Age Population (Includes Latinos of Any Race),,,,,,,2010 Census Total Population (Includes Latinos of Any Race),,,,,,,2010 Census Voting Age Population (Includes Latinos of Any Race),,,,,,,2018 5-Year ACS Educational Attainment,,,,,2018 5-Year ACS White Educational Attainment,,,,
,,,First,Last,Phonetic,IPA,,,,,,,,Clinton,Trump,Obama,Romney,Obama,McCain,Dem,Rep,Dem,Rep,Dem,Rep,Dem,Rep,White,Black,Latino,Asian and Pacific Islander,Native,Other,White,Black,Latino,Asian and Pacific Islander,Native,Other,High School or Greater,HS Rank,Bachelor's Degree or Higher,BA Rank (Bachelor's Degree Share),White BA (Bachelor's Degree or Higher Among Whites Only),White BA Rank (Bachelor's Degree Share),Median Income,Income Rank,White Income,White Rank,,Date,Dem,Rep,,Total,Clinton,Trump,Total,Obama,Romney,Total,Obama,McCain,Total,Dem,Rep,Other,Total,Dem,Rep,Other,Total,Dem,Rep,Other,Dem,Rep,Total,Dem,Rep,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,< High School,High School,Some College,College,Total,< High School,High School,Some College,College
New Jersey's 6th,NJ-06,Democratic,Frank,Pallone,(FREYNK puh-LOHN),/fɹeɪŋk pə.'loʊn/,1988,1951,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,56.2,40.6,61.4,37.4,58.4,40.5,63.6,36.4,63.7,34.9,59.9,38.9,64.2,35.8,57.9,10.9,16.1,14.0,0.1,1.0,55.2,9.0,17.6,16.5,0.1,1.7 ,88.9 ,224 ,39.4 ,90 ,38.7 ,158 ,"$82,747",54,"$87,334",71,35.5,,,,248,"289,648","162,857","117,679","265,918","163,391","99,466","292,048","170,603","118,187","221,195","140,752","80,443",0,"263,435","167,895","91,908","3,632","120,457","72,190","46,891","1,376","152,310","84,831",,,,,"639,370","341,040","68,500","124,650","94,735",960,"9,485","488,750","282,985","53,060","78,690","68,270",730,"5,015","733,855","381,645","68,724","143,987","123,372","1,046","15,081","566,466","312,435","51,098","99,520","93,297",633,"9,483","496,730","55,309","135,554","110,278","195,589","257,350","16,265","79,977","61,604","99,504"
New Jersey's 7th,NJ-07,Democratic,Tom,Malinowski,(TAHM mal-in-OW-skee),/tɑm ˌmæ.lɪn.'aʊ.ski/,2018,1965,Man,White - Non-Hispanic,Unknown/Refused,No,Lost,48.6,47.5,46.3,52.5,47.2,51.6,51.7,46.7,43.1,54.1,38.8,59.3,41.2,58.8,78.4,4.8,8.2,7.6,0.1,0.9,77.4,3.9,10.0,7.8,0.1,0.9 ,94.3 ,16 ,53.2 ,22 ,54.5 ,40 ,"$113,685",4,"$116,846",12,35.7,,,,249,"371,592","180,530","176,386","340,175","157,635","178,521","364,851","172,330","188,352","322,742","166,985","150,785","4,972","343,635","148,188","185,850","9,597","175,997","68,232","104,287","3,478","123,090","175,704",,,,,"686,645","517,370","32,850","69,270","56,635",435,"10,090","522,280","409,720","24,855","43,025","39,685",300,"4,695","732,573","554,527","28,675","77,840","59,668",475,"11,388","547,532","423,711","21,189","54,670","42,569",350,"5,043","512,024","29,158","105,563","105,080","272,223","378,960","15,497","78,352","78,514","206,597"
New Jersey's 8th,NJ-08,Democratic,Albio,Sires,(AL-bee-oh SIR-ees),/'æl.bi.o 'sɪ.ɹis/,2006 Special,1951,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Won,75.7,21.5,78.3,20.8,73.2,26.0,78.1,18.7,77.0,18.5,77.4,19.0,80.5,19.5,34.6,10.4,47.3,6.5,0.1,1.1,30.4,8.6,50.3,8.6,0.1,2.0 ,79.5 ,400 ,32.8 ,160 ,50.5 ,59 ,"$59,973",198,"$86,513",78,17.1,,,,250,"229,736","173,834","49,336","207,307","162,232","43,032","217,359","159,013","56,502","153,455","119,881","28,725","4,849","174,889","134,733","32,337","7,819","79,518","61,510","15,141","2,867","130,858","31,769",,,,,"574,560","176,155","60,135","292,935","35,955",715,"8,675","422,615","146,055","44,035","199,890","27,415",540,"4,685","732,104","203,075","66,204","387,383","58,044",987,"16,411","572,563","174,044","49,401","287,873","49,000",653,"11,592","528,634","108,150","148,847","98,269","173,368","151,812","17,577","35,977","21,641","76,617"
New Jersey's 9th,NJ-09,Democratic,Bill,Pascrell,(BIL pas-KREL),/bɪl pæ.'skɹɛl/,1996,1937,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,64.3,33.1,68.4,30.8,64.0,35.2,70.3,28.9,69.7,28.0,68.5,30.1,74.7,25.3,46.6,10.9,30.9,10.6,0.1,1.0,45.6,9.5,31.2,12.2,0.1,1.4 ,85.5 ,331 ,33.6 ,150 ,39.2 ,154 ,"$67,471",137,"$80,689",102,28.3,,,,251,"276,738","177,954","91,696","253,218","173,082","77,951","266,738","170,663","93,912","200,416","140,832","57,854","1,730","233,242","162,642","65,376","5,224","120,459","82,498","36,246","1,715","162,834","55,094",,,,,"632,525","270,200","67,150","219,160","66,905",755,"8,355","474,650","220,965","51,515","146,465","50,475",645,"4,585","729,408","310,114","71,060","247,761","87,347",788,"12,338","559,066","255,127","52,933","174,465","68,340",519,"7,682","516,100","75,043","160,228","107,634","173,195","216,882","19,673","66,507","45,626","85,076"
New Jersey's 10th,NJ-10,Democratic,Donald,Payne,(DAHN-uhld PEYN),/'dɑ.nəld peɪn/,2012 Special,1958,Man,Black - African-American,Christian - Baptist,No,Won,85.2,12.8,87.9,11.5,84.9,14.6,87.6,10.1,85.7,11.9,85.4,12.6,89.2,10.8,23.0,54.0,16.0,5.7,0.2,1.1,23.8,50.1,16.8,6.9,0.2,2.3 ,86.0 ,318 ,29.2 ,223 ,46.3 ,88 ,"$52,967",293,"$76,951",124,12.4,,,,252,"274,410","233,822","35,111","272,407","239,483","31,379","285,386","242,306","41,562","200,159","175,253","20,191","4,715","222,771","190,856","26,450","5,465","112,123","95,734","14,154","2,235","201,435","24,271",,,,,"652,810","135,035","350,585","121,470","35,460","1,150","9,115","488,240","112,480","263,440","78,010","27,985",855,"5,470","735,256","158,829","377,722","130,777","47,276","1,650","19,002","556,646","132,238","278,777","93,309","38,307","1,182","12,833","500,598","70,295","157,131","127,223","145,949","107,890","9,268","28,491","20,201","49,930"
New Jersey's 11th,NJ-11,Democratic,Mikie,Sherrill,(MAHY-kee SHAIR-uhl),/'maɪ.ki 'ʃɛ.ɹəl/,2018,1972,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Open - Retired,47.9,48.8,46.6,52.4,47.0,52.1,56.8,42.1,38.9,58.0,37.4,62.6,40.5,59.5,79.2,3.6,8.6,7.6,0.1,0.9,79.0,3.4,8.0,8.5,0.1,1.1 ,94.8 ,9 ,54.1 ,18 ,54.4 ,43 ,"$111,802",6,"$112,208",17,36.1,,,,253,"380,595","182,334","185,696","350,909","163,493","183,775","375,701","176,436","195,675","323,574","183,684","136,322","3,568","334,992","130,162","194,299","10,531","174,932","65,477","109,455",0,"123,935","182,239",,,,,"690,425","529,750","24,085","69,065","56,075",375,"11,075","539,110","427,125","19,250","46,530","41,005",295,"4,905","732,771","567,938","24,936","64,056","63,677",544,"11,620","564,075","445,480","19,069","45,200","47,903",380,"6,043","520,277","27,184","110,598","100,958","281,537","394,543","15,089","87,101","77,766","214,587"
New Jersey's 12th,NJ-12,Democratic,Bonnie Watson,Coleman,(BAH-nee WAHT-suhn KOHL-muhn),/'bɑ.ni 'wɑt.sən 'koʊl.mən/,2014,1945,Woman,Black - African-American,Christian - Baptist,No,Won,65.0,31.8,66.5,32.4,65.7,33.3,68.7,31.3,62.9,32.0,61.0,36.5,70.1,29.9,57.4,18.3,11.0,12.2,0.1,1.0,53.9,16.7,14.3,13.5,0.1,1.5 ,89.9 ,174 ,45.2 ,46 ,48.8 ,70 ,"$86,660",44,"$95,814",42,29.4,,,,254,"314,766","204,661","100,043","298,083","198,197","96,642","310,510","204,001","103,354","252,375","173,334","79,041",0,"288,634","181,430","92,407","14,797","148,366","90,430","54,168","3,768","189,938","80,907",,,,,"648,965","338,935","120,010","90,915","87,500",965,"10,645","493,010","282,930","90,055","54,270","60,030",600,"5,120","730,872","370,303","125,464","114,457","104,827","1,054","14,767","560,285","302,134","93,303","80,114","75,600",679,"8,455","515,475","52,039","122,609","107,721","233,106","264,230","12,865","64,513","58,010","128,842"
New Mexico's 1st,NM-01,Democratic,Deb,Haaland,(DEB HAH-luhnd),/dɛb 'hɑ.lənd/,2018,1960,Woman,Native American - Laguna Pueblo,Christian - Roman Catholic,No,Open - Elected governor,51.6,35.1,55.3,39.6,59.7,39.0,59.1,36.3,65.1,34.9,58.6,41.4,59.2,40.8,46.9,2.5,43.2,1.9,4.0,1.4,46.9,2.4,43.5,2.2,3.5,1.5 ,88.2 ,254 ,33.0 ,158 ,47.2 ,80 ,"$50,680",330,"$60,782",269,24.8,,,,255,"285,170","147,250","100,132","282,195","155,915","111,749","298,305","178,068","116,302","249,162","147,336","90,507","11,319","277,967","181,088","96,879",0,"180,032","105,474","74,558",0,"162,924","112,473",,,,,"652,845","273,705","15,565","313,310","12,400","26,700","11,160","504,125","236,460","12,580","217,800","9,795","20,330","7,165","686,391","288,232","16,016","329,665","14,776","24,773","12,929","523,774","245,411","12,598","227,802","11,729","18,281","7,953","478,954","56,445","114,020","150,438","158,051","220,393","7,954","39,753","68,620","104,066"
New Mexico's 2nd,NM-02,Democratic,Xochitl,Torres Small,"(SOH-cheel TAWR-es SMAWL) [""chitl"" is pronunced with Nahuatl-language phoneme ""ɬ""; ""R"" is trilled]",/'so.tʃitɬ 'tɔ.rɛs smɔl/,2018,1984,Woman,Hispanic,Christian - Lutheran,No,Open - Ran for governor,39.9,50.1,44.9,51.7,48.4,50.2,50.9,49.1,37.2,62.7,35.5,64.4,40.9,59.1,44.3,1.9,47.1,0.6,5.2,0.9,45.3,1.6,46.9,0.8,4.3,1.1 ,80.8 ,388 ,20.6 ,374 ,30.7 ,261 ,"$42,957",406,"$51,759",390,30.7,,,,256,"234,095","93,363","117,211","230,391","103,438","119,168","244,530","118,400","122,705","199,256","101,489","97,767",0,"228,813","85,232","143,514",67,"147,777","52,499","95,209",69,"92,162","133,180",,,,,"646,860","252,665","11,160","338,050","3,285","33,520","8,180","476,940","211,430","8,910","224,740","2,635","24,830","4,400","686,420","275,624","10,725","355,689","5,258","30,590","8,534","508,668","230,525","8,306","238,436","4,291","21,756","5,354","448,564","86,249","129,475","140,301","92,539","193,089","13,630","50,758","69,453","59,248"
New Mexico's 3rd,NM-03,Democratic,Ben Ray,Luján,(BEN REY LOO-hahn),/bɛn ɹeɪ 'lu.hɑn/,2008,1972,Man,Hispanic - New Mexican (Hispanos),Christian - Roman Catholic,No,Won,51.8,36.7,57.5,38.7,61.2,37.5,63.4,31.2,62.4,37.6,61.5,38.4,63.1,36.9,42.6,1.4,36.4,0.9,17.5,1.2,43.7,1.3,36.4,1.2,16.1,1.3 ,86.5 ,302 ,27.3 ,254 ,42.6 ,113 ,"$50,407",335,"$62,151",253,24.4,,,,257,"279,053","144,621","102,323","271,171","155,982","104,871","287,324","175,953","107,825","244,893","155,201","76,427","13,265","273,342","170,612","102,730",0,"184,076","113,249","70,775",52,"167,103","97,616",,,,,"669,605","256,140","9,580","263,200","6,340","123,770","10,565","504,425","214,800","7,135","183,640","4,755","88,175","5,915","686,368","269,954","8,721","268,049","7,517","120,005","12,122","508,065","221,912","6,549","185,088","5,923","81,925","6,668","466,762","62,864","124,992","151,300","127,606","199,639","9,252","39,973","65,302","85,112"
New York's 1st,NY-01,Republican,Lee,Zeldin,(LEE ZEL-din),/li 'zɛl.dɪn/,2014,1980,Man,White - Non-Hispanic,Jewish,No,Won,42.2,54.5,49.6,49.1,51.4,47.6,47.4,51.5,41.0,58.9,45.5,54.4,52.5,47.5,81.9,4.7,9.4,2.9,0.2,0.8,80.0,4.3,11.2,3.3,0.2,1.0 ,92.1 ,83 ,35.7 ,126 ,37.7 ,166 ,"$93,892",30,"$96,962",40,51.1,,,,258,"336,437","141,900","183,233","295,673","146,708","145,115","328,315","168,611","156,394","270,053","127,991","139,027","3,035","297,237","121,982","175,168",87,"172,865","78,722","94,035",108,"146,179","132,304",,,,,"676,385","529,690","34,650","82,680","20,330","1,455","7,580","528,705","433,210","24,995","49,825","15,365","1,235","4,065","717,177","558,724","32,109","89,960","24,029","1,735","10,620","549,345","439,385","23,385","61,325","18,374","1,304","5,572","499,933","39,702","140,833","140,748","178,650","394,947","20,687","111,747","113,732","148,781"
New York's 2nd,NY-02,Republican,Pete,King,(PEET KING),/pit kɪŋg/,1992,1944,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,43.9,53.0,51.6,47.2,51.3,47.9,46.9,53.1,37.5,62.4,30.0,68.3,41.4,58.6,70.7,9.4,16.0,2.8,0.1,1.0,68.8,8.5,18.5,2.9,0.1,1.1 ,88.6 ,236 ,30.9 ,191 ,35.2 ,199 ,"$98,595",20,"$103,378",28,45.8,,,,259,"313,286","137,680","165,908","272,663","140,817","128,791","304,670","156,151","145,890","241,217","113,074","128,078",65,"280,203","105,100","174,961",142,"139,330","41,814","95,177","2,339","100,545","142,309",,,,,"659,705","439,650","63,640","127,960","18,965",775,"8,705","506,315","358,050","47,755","80,885","14,035",600,"4,995","718,757","475,083","64,067","146,936","20,965","1,055","10,651","546,482","376,200","46,322","101,349","15,885",753,"5,973","490,006","55,804","150,228","132,533","151,441","323,751","17,862","101,027","91,018","113,844"
New York's 3rd,NY-03,Democratic,Tom,Suozzi,(TAHM SWAH-zee),/tɑm 'swɑ.zi/,2016,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,51.6,45.5,50.8,48.2,53.5,45.7,59.0,41.0,52.8,47.2,54.8,45.2,58.2,41.8,75.4,3.0,7.6,13.0,0.1,0.8,73.9,2.9,9.0,12.7,0.1,1.4 ,92.9 ,49 ,52.7 ,23 ,55.1 ,38 ,"$113,428",5,"$117,783",9,33.9,,,,260,"345,275","178,288","156,942","306,221","155,451","147,617","341,582","182,847","155,946","267,062","157,456","109,514",92,"308,809","162,947","145,706",156,"164,375","90,032","74,269",74,"157,880","113,203",,,,,"675,565","489,265","19,850","62,700","93,915",765,"9,065","524,035","395,360","15,575","39,970","68,295",580,"4,265","717,864","520,046","20,752","69,966","93,704",651,"12,745","553,265","409,130","15,942","49,938","70,254",431,"7,570","516,588","36,725","101,585","106,073","272,205","365,418","15,606","71,588","77,040","201,184"
New York's 4th,NY-04,Democratic,Kathleen,Rice,(KATH-leen RAHYS),/'kæθ.lin ɹaɪs/,2014,1965,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Won,53.4,43.8,56.3,42.8,55.3,43.9,61.3,38.7,59.5,40.4,52.8,47.1,65.7,34.3,64.9,14.7,13.3,6.0,0.1,1.0,63.2,13.5,16.5,5.4,0.1,1.3 ,89.7 ,188 ,42.3 ,63 ,49.4 ,68 ,"$105,685",12,"$114,429",15,32.8,,,,261,"336,811","179,845","147,469","308,119","173,508","131,750","334,969","185,400","147,199","260,206","159,535","100,571",100,"311,289","185,286","125,865",138,"170,099","89,793","80,127",179,"163,955","85,693",,,,,"657,040","402,525","96,455","108,405","40,045",945,"8,670","502,775","326,265","74,130","66,785","30,090",665,"4,850","718,843","438,618","98,985","129,190","39,499",828,"11,723","552,258","349,205","74,349","91,252","29,883",534,"7,035","496,920","51,050","118,624","117,095","210,151","297,977","13,430","68,752","68,470","147,325"
New York's 5th,NY-05,Democratic,Gregory,Meeks,(GREH-gree MEEKS),/'gɹɛ.gɹi miks/,1998 Special,1953,Man,Black - African-American,Christian - Methodist,No,Won,85.7,12.7,90.6,9.1,86.1,13.6,99.4,0.0,85.4,13.0,94.9,0.0,90.4,9.6,13.6,53.2,16.5,14.6,0.5,1.7,13.1,50.1,17.9,11.4,0.5,7.1 ,81.7 ,382 ,25.6 ,284 ,37.4 ,170 ,"$69,886",120,"$72,519",166,8.5,,,,262,"246,961","211,667","31,322","212,347","192,374","19,325","240,009","206,652","32,558","161,471","160,500",0,971,"233,531","199,552","30,257","3,722","79,821","75,712",0,"4,109","167,836","17,875",,,,,"661,515","84,475","344,705","119,520","97,390","3,130","12,300","499,845","67,845","265,910","82,390","72,900","2,325","8,480","710,048","85,259","355,785","133,873","80,160","4,151","50,820","539,006","70,612","269,874","96,565","61,389","2,543","38,023","526,748","96,337","153,062","142,388","134,961","61,476","6,363","17,445","14,697","22,971"
New York's 6th,NY-06,Democratic,Grace,Meng,(GREYS MEYNG),/gɹeɪs meɪŋg/,2012,1975,Woman,Asian - Taiwanese,Christian - Protestant,No,Won,65.1,32.1,67.8,31.0,63.4,35.7,90.5,0.0,72.1,26.7,98.9,0.0,68.7,31.3,42.9,4.4,18.5,32.4,0.3,1.5,39.7,3.7,17.4,37.1,0.1,2.0 ,83.8 ,358 ,36.2 ,118 ,42.8 ,110 ,"$64,428",160,"$72,060",170,24.6,,,,263,"207,285","134,970","66,487","185,058","125,496","57,455","199,891","126,794","71,419","123,421","111,646",0,"11,775","189,433","136,506","50,617","2,310","55,963","55,368",0,595,"111,501","50,846",,,,,"578,330","232,990","23,740","116,020","191,495","1,985","12,105","447,820","192,240","19,895","82,675","144,915","1,520","6,575","724,580","277,856","26,223","133,838","268,850",859,"16,954","590,986","234,736","21,808","102,540","219,479",529,"11,894","542,619","88,061","139,104","119,234","196,220","195,879","16,733","50,158","45,191","83,797"
New York's 7th,NY-07,Democratic,Nydia,Velázquez,(NEE-dee-uh vuh-LAS-kes),/'ni.ɾi.ə və.'læs.kɛs/,1992,1953,Woman,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Won,86.9,10.4,88.3,10.3,84.4,14.9,93.3,0.0,90.7,9.2,88.7,9.0,100.0,0.0,36.2,10.2,36.4,15.7,0.2,1.3,28.6,8.4,41.3,19.5,0.2,2.0 ,72.8 ,418 ,33.8 ,147 ,61.7 ,21 ,"$55,497",252,"$95,062",44,13.9,,,,264,"204,473","177,664","21,198","180,591","159,552","18,671","188,388","158,908","28,083","157,302","146,687",0,"10,615","189,888","172,145","17,477",266,"63,812","56,593","5,713","1,506","143,930",0,,,,,"601,805","210,995","57,175","231,715","89,655",975,"11,285","439,895","159,085","44,875","160,150","69,120",785,"5,875","714,039","199,545","59,712","306,463","131,025","1,427","15,867","542,978","155,395","45,490","224,396","105,795",954,"10,948","497,771","135,603","116,021","78,144","168,003","157,625","12,568","26,755","21,108","97,194"
New York's 8th,NY-08,Democratic,Hakeem,Jeffries,(hah-KEEM JEF-reez),/hɑ.'kim 'dʒɛ.fɹiz/,2012,1970,Man,Black - African-American,Christian - Baptist,No,Won,84.6,13.5,89.3,10.1,86.0,13.6,94.2,0.0,93.2,0.0,92.0,0.0,91.2,8.8,27.4,51.1,15.5,4.5,0.1,1.4,24.5,51.5,16.9,4.7,0.2,2.2 ,84.2 ,354 ,32.5 ,163 ,53.5 ,45 ,"$52,077",313,"$72,957",162,12.7,,,,265,"254,930","215,689","34,356","235,295","210,018","23,869","242,177","208,300","32,971","191,567","180,376",0,"11,191","230,203","214,595",0,"15,608","83,999","77,255",0,"6,744","184,039","17,650",,,,,"684,680","169,485","352,885","118,670","31,210",855,"11,565","524,680","143,900","267,915","81,305","23,555",735,"7,275","718,016","155,930","378,439","131,873","33,159","1,863","16,752","550,237","134,637","283,398","93,051","25,820","1,350","11,981","532,269","84,195","154,362","120,620","173,092","145,393","11,103","30,778","25,707","77,805"
New York's 9th,NY-09,Democratic,Yvette,Clarke,(ee-VET KLAHRK),/i.'vɛt klɑɹk/,2006,1964,Woman,Black - Jamaican,Christian - African Methodist Episcopal,No,Won,83.5,14.4,85.3,13.8,84.1,15.4,89.2,10.3,92.3,0.0,89.3,0.0,88.5,11.5,35.2,47.1,9.9,6.1,0.1,1.5,31.2,50.2,10.6,5.9,0.2,2.0 ,85.9 ,322 ,38.0 ,102 ,62.6 ,19 ,"$56,823",239,"$84,225",84,13.2,,,,266,"253,789","211,812","36,600","239,547","204,281","33,156","248,224","208,748","38,289","203,423","181,455","20,901","1,067","232,094","214,189",0,"17,905","92,569","82,659",0,"9,910","186,141","24,164",,,,,"627,365","217,845","289,940","67,105","39,000",895,"12,585","474,025","166,725","223,450","46,965","29,080",660,"7,155","727,032","221,159","364,537","81,691","42,491","1,464","15,690","558,573","174,104","280,141","59,320","33,036","1,026","10,946","509,986","72,117","133,018","110,978","193,873","167,994","9,799","25,765","27,322","105,108"
New York's 10th,NY-10,Democratic,Jerry,Nadler,(JAIR-ee NAD-ler),/'dʒɛ.ɹi 'næd.ləɹ/,1992 Special,1947,Man,White - Non-Hispanic,Jewish,No,Won,78.3,18.8,73.6,25.0,75.7,23.4,82.1,17.8,78.0,21.9,87.4,0.0,80.8,19.2,67.8,4.1,11.0,15.4,0.1,1.6,65.5,4.0,11.9,16.8,0.1,1.8 ,88.0 ,261 ,60.8 ,6 ,70.6 ,8 ,"$90,440",34,"$105,598",24,19.9,,,,267,"261,945","205,114","49,179","235,821","173,650","58,992","259,039","195,974","60,682","210,958","173,095","37,619",244,"246,216","192,122","53,806",288,"101,881","89,080",0,"12,801","165,743","39,413",,,,,"620,875","417,095","22,680","72,215","95,085",995,"12,805","484,550","328,440","19,795","53,440","74,695",675,"7,515","716,260","468,129","26,602","86,976","118,122",668,"15,763","580,997","380,321","23,210","68,915","97,406",502,"10,643","525,440","62,849","75,566","67,794","319,231","332,868","17,881","40,433","39,545","235,009"
New York's 11th,NY-11,Democratic,Max,Rose,(MAKS ROHZ),/mæks ɹoʊz/,2018,1986,Man,White - Non-Hispanic,Jewish,No,Lost,43.8,53.6,51.6,47.3,48.3,50.9,53.0,46.5,36.7,61.5,42.1,54.8,47.3,52.7,66.1,6.8,13.8,12.1,0.2,1.1,66.8,6.3,13.9,11.5,0.1,1.3 ,86.2 ,306 ,35.1 ,134 ,38.3 ,161 ,"$72,388",102,"$79,381",111,40.8,5-May-15,40.1,58.3,268,"248,457","108,807","133,232","213,991","110,407","101,262","231,976","112,035","118,106","192,173","101,823","89,441",909,"232,317","85,257","142,934","4,126","107,363","45,244","58,886","3,233","92,430","103,118","42,509","17,049","24,797",663,"653,390","410,170","45,730","106,240","79,435",965,"10,850","498,885","330,000","33,775","68,825","60,205",755,"5,320","717,007","460,023","49,361","112,464","82,346",937,"11,876","556,859","372,108","35,303","77,422","63,896",677,"7,453","510,844","70,516","145,711","115,548","179,069","321,943","28,294","96,878","73,521","123,250"
New York's 12th,NY-12,Democratic,Carolyn,Maloney,(KAIR-uh-luhn muh-LOH-nee),/'kɛ.rə.lən mə.'loʊ.ni/,1992,1948,Woman,White - Non-Hispanic,Christian - Presbyterian,No,Won,83.3,13.5,76.9,21.5,80.1,18.9,86.3,12.1,83.1,16.8,79.9,20.0,80.6,19.4,70.7,4.8,12.0,10.7,0.1,1.6,68.5,4.5,12.3,12.6,0.1,2.0 ,94.1 ,19 ,72.7 ,1 ,79.9 ,1 ,"$104,574",14,"$117,779",10,14.2,,,,269,"306,909","255,601","41,383","267,692","205,919","57,575","303,389","243,155","57,238","251,877","217,430","30,446","4,001","293,858","244,199","49,350",309,"113,429","90,603","22,731",95,"194,370","46,841",,,,,"621,940","426,765","30,430","80,635","68,310","1,085","14,715","541,940","383,110","25,870","65,225","58,255",705,"8,775","714,002","477,788","33,212","95,507","89,018",784,"17,693","632,656","433,299","28,199","77,976","79,587",634,"12,961","572,735","34,005","54,786","67,813","416,131","387,308","9,399","27,177","41,227","309,505"
New York's 13th,NY-13,Democratic,Adriano,Espaillat,"(ah-dree-AH-no es-pahy-AHT) [R is trilled, O is unrounded in Spanish]",/ˌɑ.dri.'ɑ.no ɛs.paɪ.'jɑt/,2016,1954,Man,Hispanic - Dominican,Christian - Roman Catholic,No,Won,92.3,5.4,94.6,4.6,93.3,6.1,94.4,5.4,88.6,6.9,87.3,0.0,93.5,6.5,17.6,28.8,47.7,4.1,0.1,1.6,14.1,27.1,52.6,4.3,0.2,1.7 ,74.3 ,417 ,31.0 ,190 ,72.1 ,5 ,"$42,151",411,"$83,318",88,4.9,,,,270,"252,393","232,925","13,727","231,787","219,361","10,558","242,035","225,863","14,845","190,688","180,035","10,268",385,"233,521","206,994","16,083","10,444","78,353","68,396",0,"9,957","175,016","12,147",,,,,"629,760","96,360","175,315","321,240","23,800",890,"12,155","481,435","84,750","138,815","229,740","19,605",685,"7,850","717,786","88,040","191,448","395,346","28,345","1,507","13,100","556,707","78,594","150,964","292,926","23,669","1,101","9,453","538,964","138,307","122,147","111,670","166,840","85,151","4,150","9,084","10,519","61,398"
New York's 14th,NY-14,Democratic,Alexandria,Ocasio-Cortez,"(al-ig-ZAN-dree-uh o-KAH-sio kawr-TEZ) [Final ""r"" is trilled]",/æ.lɪg.'zæn.dɹi.ə o.'kɑ.sio kɔr.'tɛz/,2018,1989,Woman,Hispanic - Puerto Rican,Christian - Roman Catholic,No,Lost in primary,77.7,19.8,80.7,18.3,76.1,23.2,78.1,13.6,82.8,17.1,88.0,0.0,84.7,15.3,31.3,12.4,41.0,14.0,0.3,1.0,27.5,9.8,44.8,15.7,0.1,1.9 ,76.8 ,408 ,26.3 ,271 ,40.3 ,138 ,"$56,913",235,"$68,146",195,18.7,,,,271,"194,923","151,407","38,560","169,552","136,783","30,978","177,831","135,243","41,288","141,204","110,318","19,202","11,684","178,323","147,587","30,545",191,"57,204","50,352",0,"6,852","120,761","21,755",,,,,"532,535","146,215","60,335","243,385","74,875","1,155","6,570","398,535","124,670","49,495","163,285","55,910","1,135","4,040","718,956","180,405","68,716","340,333","112,822","1,301","15,379","569,765","156,944","55,923","255,405","89,677",792,"11,024","503,639","117,046","149,946","104,063","132,584","129,974","15,790","36,324","25,487","52,373"
